slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
avm-fritzbox-7583,AVM,FRITZ!Box 7583,router,192.168.178.1,fritz.box,,,false,label-unique,"The FRITZ!Box 7583 is a VDSL supervectoring (35b) router aimed at long lines and small-business use, with DECT and telephony. It ships with a unique label password (no shared default, no username) used at http://fritz.box or 192.168.178.1.","Reset via System > Backup > Load Factory Settings in the interface, or by dialling #991*15901590* on a connected phone and hanging up after a few seconds.",https://fritz.com/en/apps/knowledge-base/FRITZ-Box-7583/3531_Determining-the-password-for-the-FRITZ-Box-user-interface/,AVM official FRITZ!Box 7583 knowledge base #3531,,high,2026-08-08,https://ssid.ai/routers/avm-fritzbox-7583
avm-fritzbox-7590,AVM,FRITZ!Box 7590,router,192.168.178.1,fritz.box,,,false,label-unique,"The FRITZ!Box 7590 is AVM's flagship VDSL/ADSL router with a built-in DECT base and analog/ISDN telephony. There is no admin/admin: each unit ships with its own password (4–6 lower-case letters then 4 digits) printed on the type label underneath, entered at http://fritz.box (192.168.178.1) with no username.",Open the interface and choose System > Backup > Load Factory Settings and confirm — the LEDs flash once and the WLAN LED stays lit when finished. On a connected phone you can instead dial #991*15901590* and hang up after about three seconds.,https://fritz.com/en/apps/knowledge-base/FRITZ-Box-7590/3531_Determining-the-password-for-the-FRITZ-Box-user-interface/,AVM official FRITZ!Box 7590 knowledge base #3531,,high,2026-08-08,https://ssid.ai/routers/avm-fritzbox-7590
avm-fritzbox-7590-ax,AVM,FRITZ!Box 7590 AX,router,192.168.178.1,fritz.box,,,false,label-unique,"The 7590 AX is the Wi-Fi 6 (AX) revision of AVM's 7590 DSL flagship. Login is password-only at http://fritz.box (192.168.178.1): the factory password is unique to the device and printed on its base label, so there is no shared default and no username field.","Reset from the interface via System > Backup > Load Factory Settings (confirm, then the WLAN LED stays lit), or dial #991*15901590* on an attached telephone and hang up after roughly three seconds.",https://fritz.com/en/apps/knowledge-base/FRITZ-Box-7590-AX/3531_Determining-the-password-for-the-FRITZ-Box-user-interface/,AVM official FRITZ!Box 7590 AX knowledge base #3531,,high,2026-08-08,https://ssid.ai/routers/avm-fritzbox-7590-ax
belkin-f-series,Belkin,F-Series Wi-Fi Router,router,192.168.2.1,router,,,true,static,"Per Belkin's official support, these routers ship with the admin dashboard unlocked — there is no default password at all (both fields blank). You optionally click the lock icon to set one. This is why aggregators listing admin/admin for Belkin are wrong.","Open a browser to http://192.168.2.1 (or http://router). By default the dashboard opens without a password — leave the username and password blank and submit. To factory reset, press and hold the Reset button on the bottom for about 10-15 seconds until the lights blink, then release; the dashboard returns to no-password (unlocked).",https://www.belkin.com/support-article/?articleNum=80321,Belkin Official Support — Accessing 192.168.2.1,,medium,2026-08-08,https://ssid.ai/routers/belkin-f-series
belkin-n-ac-legacy,Belkin,"Legacy N & AC routers (192.168.2.1 models, e.g. F9K/N600/N750)",router,192.168.2.1,,,,true,static,"Belkin Official Support states these older Belkin routers 'don't have default passwords' — the admin password is blank out of the box, so you log in by clicking Login then Submit. There is no admin/admin. Set a password after logging in.","Hold the Reset button for about 10 seconds to restore factory defaults (this erases current settings). Open a browser and go to http://192.168.2.1 (or http://router). Click Login and then Submit, leaving the password blank — older Belkin routers ship with no default password.",https://www.belkin.com/support-article/?articleNum=80321,Belkin Official Support — Accessing 192.168.2.1 (default password / login),,medium,2026-08-08,https://ssid.ai/routers/belkin-n-ac-legacy
belkin-rt1800,Belkin,RT1800 (WiFi 6 AX1800),router,192.168.1.1,,,admin,false,static,"Belkin officially lists the RT1800 default password as 'admin' with no username, and default IP 192.168.1.1 — this is a genuine documented static default, so change it immediately after setup.","Hold the Reset button for about 10 seconds until the router restarts to factory defaults. If the setup wizard closes on a Mac, install manually: browse to http://192.168.1.1 and log in with the default password 'admin'. Default WiFi names are BelkinXXXXX and BelkinXXXXX_5GHz (XXXXX = last five digits of the serial); the default guest password is 'guest'.",https://www.belkin.com/support-article/?articleNum=333517,Belkin Official Support — RT1800 setup / default settings,,high,2026-08-08,https://ssid.ai/routers/belkin-rt1800
belkin-rt3200,Belkin,RT3200 (WiFi 6 AX3200),router,192.168.1.1,myrouter.local,,admin,false,static,Belkin's own RT3200 user guide states the default parent-router password is 'admin' (no username). It is meant to be changed during setup; treat 'admin' only as the untouched factory value.,Hold the Reset button on the back/bottom for about 10 seconds (or use the Administration tab in the router's settings) to restore factory defaults. Browse to http://myrouter.local (or http://192.168.1.1) and log in — the user guide states the default password is 'admin' if you skipped setup or never changed it.,https://s3.belkin.com/support/assets/belkin/userguide/RT3200_USERGUIDE_LNKPG-00736%20RevB00.pdf,Belkin Official Support — RT3200 User Guide (PDF),https://web.archive.org/web/20260729070946/https://s3.belkin.com/support/assets/belkin/userguide/RT3200_USERGUIDE_LNKPG-00736%20RevB00.pdf,high,2026-08-08,https://ssid.ai/routers/belkin-rt3200
bell-home-hub-4000,Bell,Bell Home Hub 4000,gateway,192.168.2.1,bell.ca/mymodem,,,false,label-unique,"Canadian fibre/FTTH gateway. Admin is reached at bell.ca/mymodem (when connected) or 192.168.2.1. There is no default username, and the default administrator password is the modem's own serial number printed on the sticker on the back of the unit — a unique per-device value, not a generic default.","Perform a factory reset (hold the reset button on the modem) to restore the default admin password, which is the serial number on the back-panel sticker. On-device, use the front up/down arrows to select Modem Management to view settings.",https://support.bell.ca/internet/connection-help/home-hub-4000-modem.how_to_set_or_change_the_administrator_password,Bell Official Support — Set or change the administrator password (Home Hub 4000),,high,2026-08-08,https://ssid.ai/routers/bell-home-hub-4000
bell-giga-hub,Bell,Giga Hub,gateway,192.168.2.1,bell.ca/mymodem,,,false,label-unique,"Bell's tri-band Wi-Fi 6 fibre gateway (XGS-PON/GPON FTTH, supports Bell Home phone/VoIP). Admin login is password-only with no username field; the default password is the unit's serial number from the rear label — unique per device, not a shared static default. Distinct from the older Home Hub 4000.","Browse to bell.ca/mymodem (or 192.168.2.1) and log in with the administrator password, which by default is the serial number printed on the sticker on the back of the modem. To wipe a custom password, hold the recessed reset button on the back until the modem restarts.",https://business.bell.ca/support/small-business/internet/modems/hub-giga/managing-my-giga-hub-modem,Bell Support — Managing my Giga Hub modem (official),,high,2026-08-08,https://ssid.ai/routers/bell-giga-hub
brightspeed-c4000,Brightspeed,C4000 (Axon/Zyxel),gateway,192.168.0.1,192.168.0.1,admin,,false,label-unique,"Applies to Axon C4000BG/LG/XG and Zyxel C4000BZ/LZ. Brightspeed provisions a unique admin username and password on each modem's sticker — there is no shared default, and the preset values cannot be retrieved if the sticker is lost.","Browse to http://192.168.0.1 to open the modem GUI. Log in with the Admin Username and Admin Password on the sticker attached to the side/back/bottom of the modem (unique per device; different from the WiFi network name/key). To factory reset, press and hold the recessed Reset button ~10-15 seconds until it reboots, then sign in with the label's default Admin credentials.",https://www.brightspeed.com/help/internet/modems-and-routers/advanced-setup/administrator-password.html,"Brightspeed — Administrator Password, Advanced Modem Setup",,high,2026-08-08,https://ssid.ai/routers/brightspeed-c4000
bsnl-wa3002-g4,BSNL,Broadband ADSL Modem (Type-2 WA3002-G4),gateway,192.168.1.1,,admin,admin,false,static,"BSNL's official circle support page documents http://192.168.1.1 with admin / admin for this legacy ADSL modem. Note that BSNL Bharat Fibre (FTTH) hands out Nokia/ZTE/Syrotech GPON ONTs instead, which are provisioned by BSNL and usually carry a per-device admin password on the label rather than admin/admin.","Connect to the modem by LAN or Wi-Fi, open http://192.168.1.1 in a browser, and sign in with username admin and password admin (BSNL's documented default). Configure the PPPoE connection with the broadband username/password given by BSNL, then set WPA-PSK wireless security. To factory reset, hold the recessed RESET button for about 10 seconds until the modem reboots, then log back in at 192.168.1.1.",https://www.chennai.bsnl.co.in/BB/Wireless/WirelessSecurity.htm,BSNL Chennai Telephones — Modem Configuration / Wireless Security,,high,2026-08-08,https://ssid.ai/routers/bsnl-wa3002-g4
bt-smart-hub-2,BT,Smart Hub 2,gateway,192.168.1.254,bthomehub.home,,,false,label-unique,There is no admin/admin default. Each BT Smart Hub 2 ships with a unique admin password printed on the pull-out settings card on the back (or the base label). The admin password is separate from the WiFi key.,"To log in: connect to the hub, open a browser and go to bthomehub.home or 192.168.1.254, then enter the admin password. The admin password is on the pull-out settings card on the back of the hub (and on the base label). It is not your WiFi key. To factory reset: with the hub powered on, press and hold the recessed Reset button on the back for about 20 seconds until the lights flash; the hub reboots and all settings, including the admin password, revert to those printed on the card.",https://www.bt.com/help/broadband/fix-a-problem/log-in-issues/i-can-t-log-in-to-bt-hub-manager/how-can-i-set-up-or-change-the-admin-password-on-my-bt-hub-,BT Help — Set up or change the admin password on my BT Hub,https://web.archive.org/web/20260729070423/https://www.bt.com/help/broadband/fix-a-problem/log-in-issues/i-can-t-log-in-to-bt-hub-manager/how-can-i-set-up-or-change-the-admin-password-on-my-bt-hub-,high,2026-08-08,https://ssid.ai/routers/bt-smart-hub-2
buffalo-airstation-whr-1166d,Buffalo,AirStation WHR-1166D,router,192.168.11.1,,admin,password,false,static,Buffalo's official AirStation manual documents the genuine factory default as username 'admin' / password 'password' at 192.168.11.1 — one of the few brands with a real universal default. The initial settings are also printed on the AirStation setup card stored in the base. Change the password after logging in.,"Hold the Reset button until the AirStation reinitializes to factory defaults. In router mode browse to http://192.168.11.1 (in bridge/access-point mode use http://192.168.11.100); if a login prompt appears, enter username 'admin' and password 'password', click Log In, and step through the wizard.",https://manual.buffalo.jp/buf-doc/35020394-01_EN.pdf,"Buffalo — AirStation WHR-1166D User Manual (PDF, manual.buffalo.jp)",,high,2026-08-08,https://ssid.ai/routers/buffalo-airstation-whr-1166d
